iter	MultiClass
793	0.2751033684
794	0.2750352762
795	0.2748847105
796	0.2747501533
797	0.2745778948
798	0.274452813
799	0.2741733438
800	0.2740097426
801	0.2739520302
802	0.2738460387
803	0.2736944474
804	0.2734816768
805	0.2733547759
806	0.2731601302
807	0.2730052234
808	0.2728940214
809	0.2727637763
810	0.2726215107
811	0.2725337277
812	0.2724250729
813	0.2722851073
814	0.2721759537
815	0.2720633366
816	0.2720041458
817	0.2718652664
818	0.2716082495
819	0.2714454407
820	0.2713175998
821	0.2711941252
822	0.2710118279
823	0.270848355
824	0.2707574851
825	0.2706562479
826	0.2705355715
827	0.2703560458
828	0.2702228282
829	0.2701582143
830	0.270019914
831	0.2698960487
832	0.2697631937
833	0.2696565332
834	0.2695630721
835	0.2694525923
836	0.2692733254
837	0.2691556184
838	0.2689586012
839	0.2688241481
840	0.2687276872
841	0.2686111821
842	0.2684768311
843	0.2682571466
844	0.2681381533
845	0.2679470739
846	0.2678534937
847	0.2676997929
848	0.2676420154
849	0.2674974434
850	0.2673515215
851	0.267261129
852	0.2671494911
853	0.2669571931
854	0.2667895924
855	0.2667181416
856	0.2664872024
857	0.2663646953
858	0.2662811996
859	0.2661694666
860	0.2660558462
861	0.2659259311
862	0.2658158336
863	0.2656943241
864	0.2656144618
865	0.2655055269
866	0.2654036814
867	0.2652732906
868	0.2651821356
869	0.2650320332
870	0.2649356441
871	0.2648266784
872	0.2647005432
873	0.2646026983
874	0.2644353503
875	0.2643165092
876	0.2642474618
877	0.2641776535
878	0.2640253557
879	0.263947429
880	0.2638964094
881	0.2637294229
882	0.2636046479
883	0.2634977881
884	0.2633703263
885	0.2632406562
886	0.2631665217
887	0.2630249133
888	0.2629302741
889	0.2628076164
890	0.2626386278
891	0.2625425366
892	0.262400461
893	0.2623362168
894	0.2622231772
895	0.2621176771
896	0.2619346109
897	0.2617974274
898	0.2616976462
899	0.2616408624
